  5.592 5589.000    11  0.000000  0.006879  0.006384    0.00000    0.00000
  5.678   87.000    11  0.000000  0.005328  0.004188    0.00000    0.00000
  5.765   85.000    11  0.000000  0.005184  0.003324    0.00000    0.00000
  5.854   87.000    11  0.000000  0.005609  0.002953    0.00000    0.00000
  5.939   86.000    11  0.000000  0.005762  0.002724    0.00000    0.00000
  5.939   86.000    12  0.000000  0.008333  0.000667    0.00000    0.00000
  6.027   87.000    11  0.000000  0.005839  0.002557    0.00000    0.00000
  6.027   87.000    12  0.000000  0.001604  0.000264    0.00000    0.00000
  6.117   89.000    11  0.000000  0.005856  0.002437    0.00000    0.00000
  6.117   89.000    12  0.000000  0.002171  0.000381    0.00000    0.00000
  6.206   88.000    11  0.000000  0.005874  0.002363    0.00000    0.00000
  6.206   88.000    12  0.000000  0.002826  0.000504    0.00000    0.00000
  6.296   89.000    11  0.000000  0.005912  0.002301    0.00000    0.00000
  6.296   89.000    12  0.000000  0.003461  0.000625    0.00000    0.00000
  6.402  106.000    11  0.000000  0.005821  0.002208    0.00000    0.00000
  6.403  106.000    12  0.000000  0.003680  0.000678    0.00000    0.00000
  6.699  296.000    11  0.000000  0.004847  0.001804    0.00000    0.00000
  6.699  296.000    12  0.000000  0.002881  0.000535    0.00000    0.00000
  7.027  327.000    11  0.000000  0.004168  0.001538    0.00000    0.00000
  7.027  327.000    12  0.000000  0.002458  0.000458    0.00000    0.00000
  7.518  490.000    11  0.000000  0.003419  0.001266    0.00000    0.00000
  7.518  490.000    12  0.000000  0.001991  0.000375    0.00000    0.00000
  8.147  499.000    11  0.118905  0.097757  0.119958    0.02082    0.03123
  8.147  499.000    12  0.040387  0.117048  0.135244    0.03128    0.04692
  8.636  487.000    11  0.335695  0.063565  0.074000    0.02801    0.04052
  8.636  487.000    12  0.100922  0.087282  0.104138    0.05105    0.07394
  9.067  501.000    11  0.254426  0.052040  0.063955    0.02771    0.03793
  9.067  501.000    12  0.071410  0.067080  0.077506    0.04190    0.05818
  9.575  509.000    11  0.195640  0.042406  0.055869    0.02471    0.03215
  9.575  509.000    12  0.055075  0.055354  0.063253    0.03739    0.04997
 10.111  524.000    11  0.167873  0.037745  0.052760    0.02397    0.03026
 10.111  524.000    12  0.045458  0.048665  0.055732    0.03473    0.04517
 10.591  488.000    11  0.151796  0.035104  0.051863    0.02399    0.02940
 10.591  488.000    12  0.040277  0.045059  0.051146    0.03393    0.04316
 11.060  477.000    11  0.140739  0.033155  0.048786    0.02353    0.02834
 11.060  477.000    12  0.036783  0.042626  0.048240    0.03358    0.04196
 11.578  499.000    11  0.149568  0.032581  0.047490    0.02414    0.02868
 11.578  499.000    12  0.033999  0.041203  0.045945    0.03351    0.04117
 12.085  513.000    11  0.143652  0.032039  0.046081    0.02486    0.02915
 12.085  513.000    12  0.032010  0.039939  0.044071    0.03362    0.04074
 12.604  501.000    11  0.138367  0.031699  0.047002    0.02515    0.02908
 12.604  501.000    12  0.030455  0.039748  0.043383    0.03416    0.04082
 13.077  486.000    11  0.132560  0.031378  0.045884    0.02538    0.02902
