  3.973 3973.000   0.000
 42.018  499.000   5.000
 42.521  499.000   4.000
 43.018  500.000   5.000
 43.521  504.000   3.000
 44.018  495.000   5.000
 44.521  500.000   4.000
 45.019  501.000   4.000
 45.520  498.000   4.000
 46.018  499.000   5.000
 46.520  499.000   4.000
 47.018  499.000   5.000
 47.520  499.000   4.000
 48.018  499.000   5.000
 48.521  500.000   4.000
 49.019  500.000   5.000
 49.520  499.000   4.000
 50.018  499.000   5.000
 50.521  504.000   4.000
 51.018  495.000   5.000
 51.520  499.000   4.000
 52.018  500.000   4.000
 52.517  500.000   3.000
 53.019  499.000   5.000
 53.518  499.000   5.000
 54.018  499.000   5.000
 54.521  499.000   5.000
 55.018  499.000   4.000
 55.520  499.000   4.000
 56.018  499.000   4.000
 56.521  500.000   4.000
 57.019  500.000   5.000
 57.518  499.000   5.000
 58.019  500.000   5.000
 58.521  504.000   4.000
 59.018  495.000   5.000
 59.520  499.000   4.000
 60.018  499.000   5.000
 60.521  500.000   5.000
 61.019  501.000   4.000
 61.519  498.000   5.000
 62.018  499.000   5.000
 62.518  499.000   5.000
 63.018  499.000   5.000
 63.518  499.000   5.000
 64.018  500.000   5.000
 64.521  500.000   5.000
 65.019  499.000   5.000
 65.519  499.000   5.000
 66.018  499.000   5.000
 66.520  499.000   4.000
 67.018  499.000   5.000
 67.520  499.000   4.000
 68.018  499.000   4.000
 68.519  500.000   5.000
 69.019  499.000   5.000
 69.520  499.000   4.000
 70.018  499.000   5.000
 70.521  500.000   4.000
 71.018  499.000   5.000
 71.520  499.000   4.000
 72.018  500.000   5.000
 72.519  500.000   5.000
 73.019  500.000   5.000
 73.521  499.000   4.000
 74.019  500.000   5.000
 74.521  499.000   5.000
 75.018  500.000   5.000
 75.521  499.000   5.000
 76.018  499.000   5.000
 76.519  500.000   5.000
 77.019  499.000   5.000
 77.521  499.000   5.000
 78.018  499.000   5.000
 78.521  499.000   4.000
 79.018  500.000   5.000
 79.521  499.000   5.000
 80.018  499.000   5.000
 80.519  500.000   5.000
 81.019  499.000   4.000
 81.521  499.000   4.000
 82.018  499.000   5.000
 82.521  499.000   7.000
 83.018  499.000   5.000
 83.521  499.000   5.000
 84.018  499.000   5.000
 84.519  500.000   5.000
 85.019  499.000   5.000
 85.521  499.000   4.000
 86.018  499.000   5.000
 86.521  499.000   5.000
 87.018  499.000   5.000
 87.521  499.000   5.000
 88.018  500.000   5.000
 88.519  500.000   5.000
 89.019  499.000   4.000
 89.521  499.000   4.000
 90.018  499.000   5.000
 90.521  499.000   4.000
 91.018  499.000   5.000
 91.521  499.000   5.000
 92.018  499.000   5.000
 92.519  500.000   5.000
 93.019  499.000   5.000
 93.521  499.000   4.000
 94.018  499.000   5.000
 94.518  499.000   5.000
 95.018  499.000   5.000
 95.520  499.000   4.000
 96.018  499.000   5.000
 96.519  500.000   5.000
 97.019  499.000   5.000
 97.521  499.000   5.000
 98.018  499.000   5.000
 98.521  499.000   5.000
 99.018  499.000   5.000
 99.521  499.000   5.000
100.018  499.000   5.000
100.519  500.000   5.000
101.019  499.000   5.000
101.521  499.000   5.000
102.018  499.000   5.000
102.521  499.000   5.000
103.018  500.000   4.000
103.521  499.000   4.000
104.018  499.000   5.000
104.519  501.000   5.000
105.019  499.000   5.000
105.521  499.000   4.000
106.018  499.000   4.000
106.518  499.000   4.000
107.018  499.000   4.000
107.520  499.000   4.000
108.018  499.000   5.000
108.519  500.000   5.000
109.019  499.000   4.000
109.518  499.000   4.000
110.018  499.000   5.000
110.521  499.000   5.000
111.018  499.000   5.000
111.521  499.000   5.000
112.018  499.000   5.000
112.522  500.000   5.000
113.019  499.000   5.000
113.521  499.000   5.000
114.018  499.000   5.000
114.521  499.000   5.000
115.018  499.000   5.000
115.521  499.000   5.000
116.018  499.000   4.000
116.521  500.000   4.000
117.019  499.000   4.000
117.521  499.000   4.000
118.019  499.000   5.000
118.521  499.000   5.000
119.018  499.000   5.000
119.521  499.000   5.000
120.018  499.000   5.000
120.521  500.000   5.000
121.019  499.000   5.000
121.519  499.000   5.000
122.018  499.000   4.000
122.520  499.000   4.000
123.018  499.000   4.000
123.520  499.000   4.000
124.018  499.000   5.000
124.521  500.000   5.000
125.019  499.000   5.000
125.521  499.000   5.000
126.018  499.000   5.000
126.521  499.000   5.000
127.017  499.000   3.000
127.520  499.000   5.000
128.018  499.000   5.000
128.521  500.000   5.000
129.018  499.000   5.000
129.521  499.000   5.000
130.018  499.000   5.000
130.521  499.000   5.000
131.018  499.000   5.000
131.531  509.000   5.000
132.028  499.000   5.000
132.529  500.000   5.000
133.029  499.000   5.000
133.531  499.000   5.000
134.029  501.000   4.000
134.531  498.000   5.000
135.028  499.000   5.000
135.531  499.000   5.000
136.028  499.000   5.000
136.529  500.000   5.000
137.029  499.000   5.000
137.531  499.000   4.000
138.029  499.000   5.000
138.531  499.000   4.000
139.028  499.000   5.000
139.531  499.000   5.000
140.028  499.000   5.000
140.529  500.000   5.000
141.029  500.000   5.000
141.531  499.000   5.000
142.028  499.000   5.000
142.530  499.000   4.000
143.028  499.000   5.000
143.531  499.000   5.000
144.028  499.000   5.000
144.529  500.000   5.000
145.029  499.000   5.000
145.531  499.000   4.000
146.029  499.000   5.000
146.531  499.000   4.000
147.028  499.000   5.000
147.531  499.000   5.000
148.028  499.000   5.000
148.529  500.000   5.000
149.029  499.000   5.000
149.531  499.000   4.000
150.028  499.000   5.000
150.531  499.000   5.000
151.028  499.000   4.000
151.531  499.000   4.000
152.028  499.000   5.000
152.529  500.000   4.000
153.029  499.000   4.000
153.531  499.000   5.000
154.028  499.000   5.000
154.531  500.000   4.000
155.028  499.000   5.000
155.530  499.000   4.000
156.028  499.000   5.000
156.529  500.000   5.000
157.029  499.000   5.000
157.529  499.000   5.000
158.029  499.000   5.000
158.531  499.000   5.000
159.028  499.000   5.000
159.531  499.000   5.000
160.028  499.000   5.000
160.529  500.000   5.000
161.029  499.000   5.000
161.529  500.000   5.000
162.028  499.000   5.000
162.530  499.000   4.000
163.028  499.000   5.000
163.531  499.000   5.000
164.028  499.000   5.000
164.529  500.000   5.000
165.029  499.000   5.000
165.531  499.000   5.000
166.029  501.000   4.000
166.530  498.000   4.000
167.028  499.000   5.000
167.530  499.000   4.000
168.028  499.000   5.000
168.529  500.000   5.000
169.029  499.000   5.000
169.531  499.000   5.000
170.028  499.000   5.000
170.530  499.000   7.000
171.028  499.000   5.000
171.531  499.000   8.000
172.028  499.000   5.000
172.529  500.000   5.000
173.029  499.000   5.000
