  4.373 4370.000   3.000
 13.833   60.000   1.000
 13.893   60.000   1.000
 13.954   60.000   1.000
 14.044   89.000   1.000
 14.104   60.000   1.000
 14.184   79.000   1.000
 14.203   19.000   1.000
 14.273   70.000   1.000
 14.324   50.000   1.000
 14.393   69.000   1.000
 14.453   59.000   1.000
 14.513   60.000   1.000
 14.573   60.000   1.000
 14.633   59.000   1.000
 14.703   70.000   1.000
 14.763   59.000   1.000
 14.843   80.000   1.000
 14.893   49.000   1.000
 14.954   60.000   1.000
 15.014   59.000   1.000
 15.074   60.000   1.000
 15.133   59.000   1.000
 15.193   60.000   1.000
 15.253   59.000   1.000
 15.333   79.000   1.000
 15.393   60.000   1.000
 15.443   50.000   1.000
 15.503   59.000   1.000
 15.573   69.000   1.000
 15.643   70.000   1.000
 15.713   69.000   1.000
 15.753   40.000   1.000
 15.813   59.000   1.000
 15.873   60.000   1.000
 15.953   79.000   1.000
 16.003   50.000   1.000
 16.073   69.000   1.000
 16.123   49.000   1.000
 16.193   69.000   1.000
 16.253   60.000   1.000
 16.334   80.000   1.000
 16.374   39.000   1.000
 16.444   70.000   1.000
 16.494   50.000   1.000
 16.564   69.000   1.000
 16.654   90.000   1.000
 16.693   39.000   1.000
 16.774   80.000   1.000
 16.803   29.000   1.000
 16.874   70.000   1.000
 16.933   59.000   1.000
 16.994   60.000   1.000
 17.064   70.000   1.000
 17.114   49.000   1.000
 17.193   79.000   1.000
 17.243   50.000   1.000
 17.304   60.000   1.000
 17.374   70.000   1.000
 17.423   49.000   1.000
 17.494   69.000   1.000
 17.554   60.000   1.000
 17.613   59.000   1.000
 17.674   60.000   1.000
 17.754   80.000   1.000
 17.804   50.000   1.000
 17.874   69.000   1.000
 17.923   50.000   1.000
 17.994   70.000   1.000
 18.043   50.000   1.000
 18.124   79.000   1.000
 18.173   50.000   1.000
 18.233   59.000   1.000
 18.294   60.000   1.000
 18.363   69.000   1.000
 18.443   80.000   1.000
 18.503   60.000   1.000
 18.553   49.000   1.000
 18.644   90.000   1.000
 18.673   29.000   1.000
 18.743   69.000   1.000
 18.793   50.000   1.000
 18.854   60.000   1.000
 18.913   59.000   1.000
 18.973   60.000   1.000
 19.053   80.000   1.000
 19.104   50.000   1.000
 19.163   59.000   1.000
 19.223   60.000   1.000
 19.293   69.000   1.000
 19.354   60.000   1.000
 19.423   69.000   1.000
 19.474   50.000   1.000
 19.533   59.000   1.000
 19.603   69.000   1.000
 19.663   59.000   1.000
 19.753   90.000   1.000
 19.783   29.000   1.000
 19.843   60.000   1.000
 19.903   59.000   1.000
 19.973   69.000   1.000
 20.034   59.000   2.000
 20.093   60.000   1.000
 20.153   60.000   1.000
 20.223   69.000   1.000
 20.283   59.000   1.000
 20.344   61.000   1.000
 20.404   60.000   1.000
 20.464   59.000   1.000
 20.534   70.000   1.000
 20.594   59.000   1.000
 20.654   60.000   1.000
 20.714   59.000   1.000
 20.774   59.000   1.000
 20.844   70.000   1.000
 20.904   59.000   1.000
 20.974   70.000   1.000
 21.024   49.000   1.000
 21.114   90.000   1.000
 21.143   29.000   1.000
 21.214   70.000   1.000
 21.274   59.000   1.000
 21.334   60.000   1.000
 21.394   59.000   1.000
 21.464   70.000   1.000
 21.534   69.000   1.000
 21.604   70.000   1.000
 21.643   39.000   1.000
 21.703   59.000   1.000
 21.763   59.000   1.000
 21.844   80.000   1.000
 21.894   50.000   1.000
 21.974   80.000   1.000
 22.013   39.000   1.000
 22.074   60.000   1.000
 22.143   69.000   1.000
 22.204   60.000   1.000
 22.273   69.000   1.000
 22.343   70.000   1.000
 22.383   39.000   1.000
 22.465   80.000   2.000
 22.553   89.000   1.000
 22.573   19.000   1.000
 22.644   70.000   1.000
 22.693   50.000   1.000
 22.763   69.000   1.000
 22.823   60.000   1.000
 22.883   59.000   1.000
 22.944   60.000   1.000
 23.004   60.000   1.000
 23.073   69.000   1.000
 23.133   59.000   1.000
 23.203   70.000   1.000
 23.253   50.000   1.000
 23.323   69.000   1.000
 23.383   59.000   1.000
 23.463   80.000   1.000
 23.503   40.000   1.000
 23.563   59.000   1.000
 23.632   69.000   1.000
 23.693   60.000   1.000
 23.783   90.000   1.000
 23.813   29.000   1.000
 23.873   60.000   1.000
 23.933   60.000   1.000
 24.003   70.000   1.000
 24.063   59.000   1.000
 24.124   60.000   2.000
 24.183   59.000   1.000
 24.254   70.000   1.000
 24.314   60.000   1.000
 24.384   69.000   1.000
 24.434   50.000   1.000
 24.494   59.000   1.000
 24.585   90.000   2.000
 24.623   39.000   1.000
 24.684   60.000   1.000
 24.744   60.000   1.000
 24.804   59.000   1.000
 24.874   69.000   1.000
 24.934   59.000   1.000
 24.994   60.000   2.000
 25.054   59.000   1.000
 25.114   60.000   1.000
 25.184   70.000   1.000
 25.254   69.000   1.000
 25.304   49.000   1.000
 25.364   59.000   1.000
 25.424   59.000   1.000
 25.494   70.000   1.000
 25.554   59.000   1.000
 25.613   59.000   1.000
 25.694   79.000   1.000
 25.773   80.000   1.000
 25.793   19.000   1.000
 25.864   70.000   1.000
 25.923   59.000   1.000
 25.993   69.000   1.000
 26.044   50.000   1.000
 26.103   59.000   1.000
 26.174   70.000   1.000
 26.233   59.000   1.000
 26.293   60.000   1.000
 26.354   59.000   1.000
 26.413   59.000   1.000
 26.483   69.000   1.000
 26.543   60.000   1.000
 26.603   59.000   1.000
 26.664   60.000   1.000
 26.723   59.000   1.000
 26.803   80.000   1.000
 26.853   50.000   1.000
 26.964  109.000   1.000
 26.973    9.000   1.000
 27.044   69.000   1.000
 27.103   60.000   1.000
 27.163   59.000   1.000
 27.223   60.000   1.000
 27.283   59.000   1.000
 27.343   60.000   1.000
 27.413   69.000   1.000
 27.473   59.000   1.000
 27.543   70.000   1.000
 27.593   49.000   1.000
 27.654   60.000   1.000
 27.723   69.000   1.000
 27.783   59.000   1.000
 27.843   60.000   1.000
 27.903   59.000   1.000
 27.974   70.000   2.000
 28.033   59.000   1.000
 28.093   59.000   1.000
 28.153   59.000   1.000
 28.213   59.000   1.000
 28.274   61.000   1.000
 28.344   69.000   1.000
 28.404   60.000   1.000
 28.464   59.000   1.000
 28.524   60.000   1.000
 28.605   80.000   1.000
 28.646   40.000   1.000
 28.714   68.000   1.000
 28.774   59.000   1.000
 28.834   59.000   1.000
 28.894   59.000   1.000
 28.964   70.000   1.000
 29.025   60.000   1.000
 29.084   59.000   1.000
 29.165   80.000   1.000
 29.205   40.000   1.000
 29.286   80.000   2.000
 29.355   69.000   1.000
 29.395   40.000   1.000
 29.454   58.000   1.000
 29.515   61.000   1.000
 29.595   79.000   1.000
 29.677   81.000   2.000
 29.724   47.000   1.000
 29.765   40.000   1.000
 29.823   58.000   1.000
 29.893   69.000   1.000
 29.954   60.000   1.000
 30.014   60.000   1.000
 30.074   60.000   1.000
 30.164   89.000   1.000
 30.206   40.000   2.000
 30.264   58.000   1.000
 30.324   60.000   1.000
 30.383   60.000   1.000
 30.444   59.000   1.000
 30.513   70.000   1.000
 30.573   60.000   1.000
 30.634   59.000   1.000
 30.693   59.000   1.000
 30.753   60.000   1.000
 30.824   70.000   1.000
 30.883   59.000   1.000
 30.943   60.000   1.000
 31.004   60.000   1.000
 31.064   59.000   2.000
 31.133   69.000   1.000
 31.193   60.000   1.000
 31.253   59.000   1.000
 31.313   60.000   1.000
 31.373   60.000   1.000
 31.443   69.000   1.000
 31.504   60.000   1.000
 31.563   59.000   1.000
 31.623   60.000   1.000
 31.683   60.000   1.000
 31.783   99.000   1.000
 31.813   29.000   1.000
 31.873   59.000   1.000
 31.933   59.000   1.000
 32.003   70.000   1.000
 32.074   69.000   1.000
 32.123   49.000   1.000
 32.183   59.000   1.000
 32.243   59.000   1.000
 32.304   61.000   1.000
 32.374   70.000   1.000
 32.434   59.000   1.000
 32.494   59.000   1.000
 32.554   59.000   1.000
 32.614   59.000   1.000
 32.684   69.000   1.000
 32.744   59.000   1.000
 32.804   60.000   1.000
 32.864   59.000   1.000
 32.953   90.000   1.000
 33.024   70.000   1.000
 33.054   29.000   1.000
 33.134   80.000   1.000
 33.173   39.000   1.000
 33.234   60.000   1.000
 33.303   69.000   1.000
 33.374   70.000   1.000
 33.424   49.000   1.000
 33.484   59.000   1.000
 33.544   59.000   1.000
 33.614   70.000   1.000
 33.673   59.000   1.000
 33.734   59.000   1.000
 33.794   60.000   1.000
 33.854   60.000   1.000
 33.944   89.000   1.000
 33.983   40.000   1.000
 34.044   60.000   1.000
 34.103   59.000   1.000
 34.174   70.000   1.000
 34.234   59.000   1.000
 34.303   69.000   1.000
 34.353   50.000   1.000
 34.423   69.000   1.000
 34.484   60.000   1.000
 34.543   59.000   1.000
 34.613   69.000   1.000
 34.683   69.000   1.000
 34.723   39.000   1.000
 34.783   59.000   1.000
 34.854   70.000   1.000
 34.913   59.000   1.000
 34.973   60.000   1.000
 35.053   79.000   1.000
 35.103   50.000   1.000
 35.163   59.000   1.000
 35.223   59.000   1.000
 35.283   59.000   1.000
 35.393  110.000   1.000
 35.413   19.000   1.000
 35.473   59.000   1.000
 35.543   69.000   1.000
 35.603   60.000   1.000
 35.653   49.000   1.000
 35.753   99.000   1.000
 35.793   39.000   1.000
 35.863   70.000   1.000
 35.903   39.000   1.000
 35.963   59.000   1.000
 36.023   60.000   1.000
 36.093   69.000   1.000
 36.163   69.000   1.000
 36.213   50.000   1.000
 36.273   60.000   1.000
 36.334   60.000   1.000
 36.404   69.000   1.000
 36.464   59.000   1.000
 36.523   59.000   1.000
 36.584   60.000   1.000
 36.644   60.000   1.000
 36.744   99.000   1.000
 36.774   30.000   1.000
 36.834   60.000   1.000
 36.894   59.000   1.000
 36.954   60.000   1.000
 37.024   69.000   1.000
 37.083   59.000   1.000
 37.143   59.000   1.000
 37.204   60.000   1.000
 37.264   60.000   1.000
 37.344   79.000   1.000
 37.394   50.000   1.000
 37.484   90.000   1.000
 37.524   40.000   1.000
 37.573   49.000   1.000
 37.644   70.000   2.000
 37.704   59.000   1.000
 37.763   59.000   1.000
 37.823   59.000   1.000
 37.883   60.000   1.000
 37.954   70.000   1.000
 38.014   60.000   2.000
 38.074   60.000   1.000
 38.144   69.000   1.000
 38.194   49.000   1.000
 38.263   69.000   1.000
 38.323   60.000   1.000
 38.383   59.000   1.000
 38.443   59.000   1.000
 38.504   60.000   1.000
 38.574   69.000   1.000
 38.633   59.000   1.000
 38.703   69.000   1.000
 38.773   70.000   1.000
 38.813   39.000   1.000
 38.883   69.000   1.000
 38.944   60.000   1.000
 39.014   69.000   1.000
 39.063   50.000   1.000
 39.123   59.000   1.000
 39.194   70.000   1.000
 39.253   59.000   1.000
 39.313   59.000   1.000
 39.383   69.000   1.000
 39.433   50.000   1.000
 39.503   69.000   1.000
 39.573   69.000   1.000
 39.623   50.000   1.000
 39.683   59.000   1.000
 39.763   79.000   1.000
 39.813   50.000   1.000
 39.883   70.000   1.000
 39.933   49.000   1.000
 39.993   59.000   1.000
 40.053   60.000   1.000
 40.123   69.000   1.000
 40.183   59.000   1.000
 40.254   70.000   1.000
 40.314   60.000   1.000
 40.364   49.000   1.000
 40.434   69.000   1.000
 40.494   60.000   1.000
 40.554   60.000   1.000
 40.614   60.000   1.000
 40.674   59.000   1.000
 40.744   69.000   1.000
 40.814   70.000   1.000
 40.864   49.000   1.000
 40.934   69.000   1.000
 40.984   50.000   1.000
 41.064   79.000   1.000
 41.114   50.000   1.000
 41.174   59.000   1.000
 41.244   70.000   1.000
 41.294   49.000   1.000
 41.374   79.000   1.000
 41.444   70.000   1.000
 41.483   39.000   1.000
 41.544   60.000   1.000
 41.604   60.000   1.000
 41.674   69.000   1.000
 41.734   60.000   1.000
 41.793   60.000   1.000
 41.854   60.000   1.000
 41.913   59.000   1.000
 41.994   80.000   1.000
 42.043   49.000   1.000
 42.104   59.000   1.000
 42.204  100.000   1.000
 42.233   29.000   1.000
 42.293   59.000   1.000
 42.353   59.000   1.000
 42.413   59.000   1.000
 42.493   80.000   1.000
 42.564   70.000   1.000
 42.603   39.000   1.000
 42.663   60.000   1.000
 42.773  109.000   1.000
 42.783   10.000   1.000
 42.843   59.000   1.000
 42.943   99.000   1.000
 42.973   29.000   1.000
 43.044   70.000   1.000
 43.093   49.000   1.000
 43.153   59.000   1.000
 43.223   70.000   1.000
 43.303   79.000   1.000
 43.343   40.000   1.000
 43.413   69.000   1.000
 43.463   50.000   1.000
 43.533   69.000   1.000
 43.603   70.000   1.000
 43.654   50.000   2.000
 43.713   59.000   1.000
 43.783   69.000   1.000
 43.854   70.000   2.000
 43.903   49.000   1.000
 43.964   60.000   2.000
 44.024   60.000   2.000
 44.113   89.000   1.000
 44.153   39.000   1.000
 44.213   60.000   1.000
 44.274   60.000   1.000
 44.334   59.000   1.000
 44.413   79.000   1.000
 44.464   50.000   1.000
 44.524   59.000   1.000
 44.584   60.000   1.000
 44.644   60.000   1.000
 44.704   59.000   1.000
 44.784   80.000   1.000
 44.834   49.000   1.000
 44.904   69.000   1.000
 44.964   60.000   1.000
 45.014   49.000   1.000
 45.084   69.000   1.000
 45.144   60.000   1.000
 45.203   59.000   1.000
 45.264   60.000   1.000
 45.324   60.000   1.000
 45.404   79.000   1.000
 45.454   50.000   1.000
 45.514   59.000   1.000
 45.574   60.000   1.000
 45.634   60.000   1.000
 45.704   69.000   1.000
 45.764   59.000   1.000
 45.824   60.000   2.000
 45.884   59.000   1.000
 45.944   59.000   1.000
 46.014   70.000   1.000
 46.074   59.000   1.000
 46.133   59.000   1.000
 46.193   60.000   1.000
 46.253   59.000   1.000
 46.333   79.000   1.000
 46.413   80.000   1.000
 46.443   29.000   1.000
 46.504   60.000   1.000
 46.563   59.000   1.000
 46.633   69.000   1.000
 46.713   80.000   1.000
 46.753   39.000   1.000
 46.823   70.000   1.000
 46.873   50.000   1.000
 46.953   80.000   1.000
 47.003   50.000   1.000
 47.063   59.000   1.000
 47.123   60.000   1.000
 47.203   79.000   1.000
 47.253   50.000   1.000
 47.333   79.000   1.000
 47.383   50.000   1.000
 47.433   49.000   1.000
 47.493   60.000   1.000
 47.563   69.000   1.000
 47.623   59.000   1.000
 47.683   60.000   1.000
 47.753   69.000   1.000
 47.813   59.000   1.000
 47.872   60.000   1.000
 47.933   59.000   1.000
 48.003   70.000   1.000
 48.053   49.000   1.000
 48.123   69.000   1.000
 48.183   60.000   1.000
 48.243   59.000   1.000
 48.303   60.000   1.000
 48.364   61.000   1.000
 48.424   60.000   1.000
 48.493   69.000   1.000
 48.564   70.000   1.000
 48.624   60.000   1.000
 48.683   59.000   1.000
 48.734   49.000   1.000
 48.804   69.000   1.000
 48.874   70.000   1.000
 48.923   49.000   1.000
 48.984   60.000   1.000
 49.054   69.000   1.000
 49.114   60.000   1.000
 49.184   69.000   1.000
 49.234   49.000   1.000
 49.294   59.000   1.000
 49.354   59.000   1.000
 49.423   69.000   1.000
 49.484   60.000   1.000
 49.544   59.000   1.000
 49.614   70.000   1.000
 49.664   49.000   1.000
 49.734   70.000   1.000
 49.793   59.000   1.000
 49.853   59.000   1.000
 49.924   70.000   1.000
 49.974   50.000   1.000
 50.044   69.000   1.000
 50.104   60.000   1.000
 50.163   59.000   1.000
 50.224   60.000   1.000
 50.284   59.000   1.000
 50.353   69.000   1.000
 50.413   60.000   1.000
 50.493   79.000   1.000
 50.533   39.000   1.000
 50.603   70.000   1.000
 50.663   59.000   1.000
 50.724   60.000   2.000
 50.783   59.000   1.000
 50.844   60.000   1.000
 50.903   59.000   1.000
 50.973   69.000   1.000
 51.033   59.000   1.000
 51.093   60.000   1.000
 51.153   59.000   1.000
 51.213   59.000   1.000
 51.283   70.000   1.000
 51.343   59.000   1.000
 51.403   59.000   1.000
 51.463   60.000   1.000
 51.523   60.000   1.000
 51.613   89.000   1.000
 51.653   40.000   1.000
 51.713   59.000   1.000
 51.783   69.000   1.000
 51.843   60.000   1.000
 51.903   59.000   1.000
 51.973   70.000   1.000
 52.033   59.000   1.000
 52.093   60.000   1.000
 52.153   59.000   1.000
 52.213   60.000   1.000
 52.274   60.000   1.000
 52.344   70.000   1.000
 52.394   49.000   1.000
 52.454   60.000   1.000
 52.524   69.000   1.000
 52.584   60.000   1.000
 52.644   59.000   1.000
 52.704   60.000   1.000
 52.794   90.000   1.000
 52.833   39.000   1.000
 52.893   60.000   1.000
 52.964   70.000   1.000
 53.014   50.000   1.000
 53.074   60.000   1.000
 53.154   79.000   1.000
 53.204   50.000   1.000
 53.274   70.000   1.000
 53.334   59.000   1.000
 53.384   50.000   1.000
 53.454   69.000   1.000
 53.523   70.000   1.000
 53.604   80.000   1.000
 53.643   39.000   1.000
 53.704   60.000   1.000
 53.763   60.000   1.000
 53.823   59.000   1.000
 53.893   69.000   1.000
 53.954   60.000   1.000
 54.014   59.000   1.000
 54.074   60.000   1.000
 54.144   69.000   1.000
 54.194   49.000   1.000
 54.254   60.000   1.000
 54.314   59.000   1.000
 54.393   79.000   1.000
 54.444   50.000   1.000
 54.503   59.000   1.000
 54.563   59.000   1.000
 54.633   70.000   1.000
 54.703   69.000   1.000
 54.753   50.000   1.000
 54.813   59.000   1.000
 54.893   80.000   1.000
 54.933   39.000   1.000
 55.003   70.000   1.000
 55.063   59.000   1.000
 55.153   90.000   1.000
 55.223   70.000   1.000
 55.243   19.000   1.000
 55.343  100.000   1.000
 55.383   39.000   1.000
 55.443   59.000   1.000
 55.503   60.000   1.000
 55.553   49.000   1.000
 55.623   69.000   1.000
 55.693   69.000   1.000
 55.773   80.000   1.000
 55.803   29.000   1.000
 55.893   89.000   1.000
 55.943   50.000   1.000
 55.993   49.000   1.000
 56.053   60.000   1.000
 56.113   59.000   1.000
 56.194   80.000   2.000
 56.243   50.000   1.000
 56.303   60.000   1.000
 56.394   90.000   1.000
 56.424   29.000   1.000
 56.484   60.000   1.000
 56.573   89.000   1.000
 56.623   50.000   1.000
 56.704   79.000   1.000
 56.754   50.000   1.000
 56.793   39.000   1.000
 56.863   69.000   1.000
 57.004  140.000   1.000
 57.064   60.000   1.000
 57.074    9.000   1.000
 57.124   49.000   1.000
 57.174   49.000   1.000
 57.234   59.000   2.000
 57.293   59.000   1.000
 57.353   59.000   1.000
 57.414   60.000   1.000
 57.483   69.000   1.000
 57.543   59.000   1.000
 57.603   60.000   1.000
 57.664   60.000   1.000
 57.723   59.000   1.000
 57.793   70.000   1.000
 57.864   70.000   1.000
 57.923   60.000   1.000
 57.983   60.000   1.000
 58.043   59.000   1.000
 58.103   60.000   1.000
 58.203   99.000   1.000
 58.223   20.000   1.000
 58.283   59.000   1.000
 58.344   60.000   1.000
 58.423   79.000   1.000
 58.494   70.000   1.000
 58.553   59.000   1.000
 58.593   39.000   1.000
 58.653   59.000   1.000
 58.743   89.000   1.000
 58.783   40.000   1.000
 58.843   60.000   1.000
 58.903   59.000   1.000
 58.963   60.000   1.000
 59.034   70.000   2.000
 59.094   60.000   1.000
 59.153   59.000   1.000
 59.223   69.000   1.000
 59.283   60.000   1.000
 59.343   59.000   1.000
 59.403   60.000   1.000
 59.473   69.000   1.000
 59.523   50.000   1.000
 59.593   69.000   1.000
 59.663   70.000   1.000
 59.713   49.000   1.000
 59.773   59.000   1.000
 59.843   70.000   1.000
 59.893   49.000   1.000
 59.993   99.000   1.000
 60.023   29.000   1.000
 60.083   60.000   1.000
 60.143   59.000   1.000
 60.212   69.000   1.000
 60.274   60.000   1.000
 60.334   60.000   1.000
 60.393   58.000   1.000
 60.453   61.000   1.000
 60.524   70.000   1.000
 60.584   60.000   1.000
 60.643   59.000   1.000
 60.704   60.000   1.000
 60.774   70.000   1.000
 60.834   60.000   1.000
 60.893   59.000   1.000
 61.004  110.000   1.000
 61.014   10.000   1.000
 61.074   59.000   1.000
 61.134   59.000   1.000
 61.204   69.000   1.000
 61.294   90.000   1.000
 61.333   39.000   1.000
 61.383   49.000   1.000
 61.473   90.000   1.000
 61.543   70.000   1.000
 61.584   40.000   1.000
 61.634   49.000   1.000
 61.703   69.000   1.000
 61.783   80.000   1.000
 61.823   39.000   1.000
 61.884   60.000   1.000
 61.953   70.000   1.000
 62.004   50.000   1.000
 62.083   79.000   1.000
 62.154   70.000   1.000
 62.193   39.000   1.000
 62.253   59.000   1.000
 62.343   90.000   1.000
 62.373   30.000   1.000
 62.443   69.000   1.000
 62.504   60.000   1.000
 62.573   69.000   1.000
 62.623   50.000   1.000
 62.693   69.000   1.000
 62.783   90.000   1.000
 62.813   29.000   1.000
 62.873   60.000   1.000
 62.943   69.000   1.000
 63.003   60.000   1.000
 63.063   59.000   1.000
 63.153   90.000   1.000
 63.193   40.000   1.000
 63.243   49.000   1.000
 63.343  100.000   1.000
 63.373   29.000   1.000
 63.453   80.000   1.000
 63.493   39.000   1.000
 63.573   80.000   1.000
 63.623   50.000   1.000
 63.693   69.000   1.000
 63.743   50.000   1.000
 63.823   79.000   1.000
 63.863   40.000   1.000
 63.934   69.000   2.000
 63.993   59.000   1.000
 64.053   59.000   1.000
 64.113   59.000   1.000
 64.173   60.000   1.000
 64.244   70.000   1.000
 64.304   60.000   1.000
 64.374   69.000   1.000
 64.434   59.000   1.000
 64.484   50.000   1.000
 64.544   59.000   1.000
 64.614   70.000   2.000
 64.674   59.000   1.000
 64.754   80.000   1.000
 64.793   39.000   1.000
 64.863   70.000   1.000
 64.934   69.000   1.000
 64.994   60.000   1.000
 65.054   60.000   1.000
 65.104   50.000   1.000
 65.164   59.000   1.000
 65.234   69.000   1.000
 65.294   59.000   1.000
 65.354   60.000   1.000
 65.414   59.000   1.000
 65.474   59.000   1.000
 65.544   69.000   1.000
 65.604   60.000   1.000
 65.664   59.000   1.000
 65.734   69.000   1.000
 65.784   50.000   1.000
 65.864   79.000   1.000
 65.934   69.000   1.000
 65.974   39.000   1.000
 66.054   80.000   1.000
 66.093   39.000   1.000
 66.163   69.000   1.000
 66.223   60.000   1.000
 66.283   59.000   1.000
 66.343   60.000   1.000
 66.423   79.000   1.000
 66.473   50.000   1.000
 66.544   70.000   1.000
 66.623   79.000   1.000
 66.653   29.000   1.000
 66.733   79.000   1.000
