  5.357 5355.000    11  0.000000  0.006384  0.006172    0.00000    0.00000
  5.444   87.000    11  0.000000  0.005086  0.004188    0.00000    0.00000
  5.530   86.000    11  0.000000  0.005011  0.003312    0.00000    0.00000
  5.618   86.000    11  0.000000  0.005272  0.002914    0.00000    0.00000
  5.704   85.000    11  0.000000  0.005444  0.002711    0.00000    0.00000
  5.704   85.000    12  0.000000  0.008333  0.000667    0.00000    0.00000
  5.791   86.000    11  0.000000  0.005580  0.002540    0.00000    0.00000
  5.791   86.000    12  0.000000  0.001633  0.000256    0.00000    0.00000
  5.880   88.000    11  0.000000  0.005637  0.002434    0.00000    0.00000
  5.880   88.000    12  0.000000  0.006183  0.000378    0.00000    0.00000
  5.970   88.000    11  0.000000  0.005681  0.002370    0.00000    0.00000
  5.970   88.000    12  0.000000  0.008164  0.000498    0.00000    0.00000
  6.060   90.000    11  0.000000  0.005975  0.002292    0.00000    0.00000
  6.060   90.000    12  0.000000  0.007476  0.000621    0.00000    0.00000
  6.166  105.000    11  0.000000  0.005874  0.002196    0.00000    0.00000
  6.166  105.000    12  0.000000  0.006796  0.000675    0.00000    0.00000
  6.461  295.000    11  0.000000  0.004889  0.001808    0.00000    0.00000
  6.462  295.000    12  0.000000  0.004767  0.000534    0.00000    0.00000
  6.625  164.000    11  0.000000  0.004704  0.001715    0.00000    0.00000
  6.625  164.000    12  0.000000  0.005040  0.000537    0.00000    0.00000
  6.789  163.000    11  0.000000  0.004556  0.001649    0.00000    0.00000
  6.789  163.000    12  0.000000  0.005259  0.000541    0.00000    0.00000
  6.953  163.000    11  0.000000  0.004438  0.001583    0.00000    0.00000
  6.953  163.000    12  0.000000  0.005414  0.000543    0.00000    0.00000
  7.118  164.000    11  0.000000  0.004660  0.001526    0.00000    0.00000
  7.118  164.000    12  0.000000  0.005138  0.000556    0.00000    0.00000
  7.280  162.000    11  0.000000  0.004561  0.001479    0.00000    0.00000
  7.280  162.000    12  0.000000  0.004920  0.000557    0.00000    0.00000
  7.450  170.000    11  0.000000  0.004461  0.001433    0.00000    0.00000
  7.450  170.000    12  0.000000  0.004714  0.000555    0.00000    0.00000
  7.645  191.000    11  0.131167  1.790500  0.830167    0.01643    0.02464
  7.645  191.000    12  0.000000  0.004492  0.000549    0.00000    0.00000
  7.667   12.000    11  0.095793  0.454517  0.293931    0.04899    0.07268
  7.667   12.000    12  0.052316  0.581947  0.149158    0.05188    0.07781
  7.674   17.000    11  0.079657  0.456543  0.247400    0.04059    0.06022
  7.674   17.000    12  0.039192  0.443269  0.112654    0.03791    0.05686
  7.691   14.000    11  0.058385  0.326269  0.178019    0.03082    0.04433
  7.691   14.000    12  0.032605  0.289279  0.080581    0.02865    0.04298
  7.702   10.000    11  0.057571  0.323651  0.178476    0.03038    0.04253
  7.702   10.000    12  0.029593  0.246241  0.071389    0.02555    0.03833
  7.718   11.000    11  0.055500  0.275450  0.232325    0.03263    0.04510
  7.718   11.000    12  0.026901  0.202254  0.063577    0.02360    0.03540
  7.736   15.000    11  0.049165  0.295722  0.198134    0.02936    0.04064
  7.736   15.000    12  0.023500  0.172148  0.109205    0.02016    0.03024
  7.745   17.000    11  0.047664  0.278551  0.187299    0.02961    0.04067
  7.745   17.000    12  0.023755  0.175816  0.104347    0.02012    0.03017
  7.758   10.000    11  0.059475  0.260733  0.175525    0.02994    0.04003
  7.758   10.000    12  0.021207  0.159441  0.092892    0.01776    0.02664
  7.779   18.000    11  0.104429  0.254736  0.165121    0.03127    0.04074
  7.779   18.000    12  0.017833  0.138197  0.079205    0.01493    0.02240
  7.806   14.000    11  0.088988  0.225369  0.147714    0.02752    0.03531
  7.806   14.000    12  0.018447  0.123541  0.120264    0.01612    0.02417
  7.915   46.000    11  0.126395  0.233895  0.182051    0.03000    0.03952
  7.915   46.000    12  0.010985  0.086326  0.078566    0.00960    0.01440
  8.250  220.000    11  0.203355  0.155252  0.127552    0.02571    0.03439
  8.250  220.000    12  0.051750  0.113761  0.150804    0.02910    0.04264
  8.523  352.000    11  0.257765  0.129165  0.112532    0.03497    0.04695
  8.523  352.000    12  0.082445  0.111841  0.145299    0.04968    0.06940
  8.568  134.000    11  0.253836  0.128676  0.111633    0.03727    0.04841
  8.568  134.000    12  0.082736  0.112849  0.144654    0.05312    0.07298
  8.792  215.000    11  0.220023  0.112129  0.101724    0.03731    0.04739
  8.793  215.000    12  0.070001  0.095314  0.121960    0.04703    0.06373
  9.039  251.000    11  0.192917  0.098159  0.090914    0.03572    0.04420
  9.039  251.000    12  0.060592  0.083162  0.105171    0.04342    0.05785
  9.305  259.000    11  0.169790  0.086413  0.084102    0.03393    0.04099
  9.305  259.000    12  0.053456  0.074408  0.093788    0.04071    0.05345
  9.552  251.000    11  0.158303  0.079636  0.078695    0.03287    0.03885
  9.552  251.000    12  0.048378  0.067960  0.085579    0.03859    0.05014
  9.839  272.000    11  0.147331  0.074428  0.075671    0.03344    0.03926
  9.839  272.000    12  0.043893  0.063409  0.078835    0.03721    0.04773
 10.077  249.000    11  0.140906  0.070271  0.073625    0.03343    0.03869
 10.077  249.000    12  0.041152  0.060060  0.074900    0.03643    0.04626
 10.321  237.000    11  0.134934  0.067369  0.074584    0.03395    0.03880
 10.321  237.000    12  0.038667  0.056948  0.070472    0.03547    0.04467
 10.554  232.000    11  0.130761  0.065076  0.074074    0.03382    0.03825
 10.554  232.000    12  0.036906  0.055492  0.067947    0.03545    0.04425
