  5.689 5686.000    11  0.000000  0.006152  0.006364    0.00000    0.00000
  5.776   87.000    11  0.000000  0.004984  0.004188    0.00000    0.00000
  5.862   86.000    11  0.000000  0.004938  0.003309    0.00000    0.00000
  5.949   86.000    11  0.000000  0.005194  0.002892    0.00000    0.00000
  6.035   84.000    11  0.000000  0.005391  0.002694    0.00000    0.00000
  6.035   84.000    12  0.000000  0.008000  0.000333    0.00000    0.00000
  6.123   88.000    11  0.000000  0.005493  0.002522    0.00000    0.00000
  6.124   88.000    12  0.000000  0.001761  0.000250    0.00000    0.00000
  6.211   87.000    11  0.000000  0.005572  0.002425    0.00000    0.00000
  6.211   87.000    12  0.000000  0.002322  0.000378    0.00000    0.00000
  6.300   87.000    11  0.000000  0.005665  0.002359    0.00000    0.00000
  6.300   87.000    12  0.000000  0.002862  0.000502    0.00000    0.00000
  6.390   89.000    11  0.000000  0.005969  0.002284    0.00000    0.00000
  6.390   89.000    12  0.000000  0.003504  0.000618    0.00000    0.00000
  6.496  105.000    11  0.000000  0.006113  0.002187    0.00000    0.00000
  6.496  105.000    12  0.000000  0.003756  0.000675    0.00000    0.00000
  6.792  296.000    11  0.000000  0.005063  0.001791    0.00000    0.00000
  6.792  296.000    12  0.000000  0.003749  0.000531    0.00000    0.00000
  6.956  163.000    11  0.000000  0.004857  0.001694    0.00000    0.00000
  6.956  163.000    12  0.000000  0.004186  0.000536    0.00000    0.00000
  7.121  164.000    11  0.000000  0.005101  0.001613    0.00000    0.00000
  7.121  164.000    12  0.000000  0.003986  0.000552    0.00000    0.00000
  7.285  164.000    11  0.000000  0.005274  0.001548    0.00000    0.00000
  7.285  164.000    12  0.000000  0.003841  0.000553    0.00000    0.00000
  7.449  163.000    11  0.000000  0.005451  0.001495    0.00000    0.00000
  7.449  163.000    12  0.000000  0.003742  0.000553    0.00000    0.00000
  7.613  164.000    11  0.000000  0.005571  0.001451    0.00000    0.00000
  7.613  164.000    12  0.000000  0.003652  0.000553    0.00000    0.00000
  7.777  163.000    11  0.000000  0.005675  0.001413    0.00000    0.00000
  7.777  163.000    12  0.000000  0.003582  0.000554    0.00000    0.00000
  7.963  184.000    11  0.131333  2.228167  0.687667    0.01643    0.02464
  7.963  184.000    12  0.000000  0.003479  0.000551    0.00000    0.00000
  7.988   13.000    11  0.098806  0.509097  0.212323    0.04583    0.06799
  7.988   13.000    12  0.042318  0.393318  0.192136    0.04480    0.06720
