1142474681237 0
1142474701707 12403
1142474701707 1506
1142474720354 14932
1142474720898 15323
1142474720898 15323
1142474723966 17532
1142474723966 736
1142474728127 3732
1142474729536 4746
1142474729536 4746
1142474735400 8968
1142474735400 625
1142474738180 2628
1142474739531 3600
1142474739531 3600
1142474742875 6008
1142474742875 613
1142474744920 2085
1142474746061 2907
1142474746061 2907
1142474747266 3774
1142474747266 447
1142474747707 766
1142474748648 1441
1142474748648 1441
1142474751150 3244
1142474751150 380
1142474753134 1808
1142474753924 2377
1142474753924 2377
1142474755087 3214
1142474755087 365
1142474757381 2018
1142474758130 2556
1142474758130 2556
1142474759822 3776
1142474759822 520
1142474760762 1195
1142474761710 1879
1142474761710 1879
1142474764492 3882
1142474764492 747
1142474766328 2071
1142474767069 2604
1142474767069 2604
1142474768134 3370
1142474768134 450
1142474769088 1136
1142474769832 1673
1142474769832 1673
1142474771950 3197
1142474771950 462
1142474774010 1945
1142474774870 2564
1142474774870 2564
1142474777743 4634
1142474777743 642
1142474779597 1975
1142474780444 2585
1142474780444 2585
1142474781341 3230
1142474781341 568
1142474783697 2264
1142474784480 2827
1142474784480 2827
1142474785585 3624
1142474785585 464
1142474786549 1157
1142474787246 1660
1142474787247 1660
1142474787247 1660
1142474790398 3929
1142474790398 464
1142474791766 1449
1142474792566 2024
1142474792566 2024
1142474795341 4022
1142474795341 487
1142474796539 1350
1142474797450 2007
1142474797450 2007
1142474799338 3366
1142474799338 444
1142474803349 3331
1142474804154 3911
1142474804154 3911
1142474812031 9583
1142474812031 671
1142474814907 2741
1142474816168 3649
1142474816168 3649
1142474821621 7575
1142474821621 731
1142474824457 2774
1142474825929 3834
1142474825929 3834
1142474827888 5245
1142474827888 770
1142474832842 4336
1142474834120 5256
1142474834120 5256
1142474836263 6799
1142474836263 616
1142474840992 4020
1142474842150 4854
1142474842150 4854
1142474844314 6413
1142474844314 761
1142474844377 807
1142474845845 1864
1142474845845 1864
1142474848849 4027
1142474848849 482
1142474852908 3406
1142474853762 4020
1142474853762 4020
1142474857138 6451
1142474857138 725
1142474858934 2018
1142474860262 2974
1142474860262 2974
1142474865469 6724
1142474865469 648
1142474865962 1002
1142474867161 1866
1142474867161 1866
1142474870153 4020
1142474870153 967
1142474874430 4048
1142474875107 4533
1142474875107 4533
1142474877667 6376
1142474877667 647
1142474877837 770
1142474879055 1648
